Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
186,Providence State University,3.05,Bachelors,Boston,M,0,0,N/A,1,Lawyer,11/20,N/A,Research Assistant,05/20,06/20,Data scientist,10/19,04/20
187,Providence State University,2.46,Bachelors,Miami,M,0,0,1,1,Senior SWE,05/23,N/A,Data scientist,10/22,04/23,Junior SWE,05/22,07/22
188,Providence University,2.37,Phd,Chicago,N/A,N/A,0,1,3,Data scientist,11/20,N/A,Teaching Assistant,03/20,08/20,ML Engineer,09/19,02/20
189,Providence University,2.99,Bachelors,Chicago,N/A,1,0,1,3,Senior SWE,09/21,07/22,Teaching Assistant,11/20,08/21,Research Assistant,04/20,03/21
190,State Providence College,2.71,Bachelors,Miami,N/A,0,0,1,0,Junior SWE,10/20,06/21,Research Assistant,01/20,07/20,Teaching Assistant,04/19,11/19
191,State Providence College,3.09,Bachelors,Boston,N/A,0,1,1,0,Data scientist,04/20,05/20,Lawyer,09/19,01/20,Lawyer,02/19,07/19
192,State Providence College,2.99,Masters,Boston,F,1,1,N/A,2,Junior SWE,03/20,N/A,ML Engineer,05/19,11/19,Senior SWE,01/19,04/19
193,Providence State University,2.77,Bachelors,Chicago,N/A,0,1,N/A,2,Senior SWE,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A
194,Providence State University,2.46,Masters,Chicago,F,0,0,1,1,Junior SWE,03/21,N/A,Junior SWE,03/20,12/20,Research Assistant,11/19,06/20
195,Providence University,2.19,Bachelors,Los Angeles,M,N/A,1,1,2,Senior SWE,09/21,N/A,Lawyer,03/21,05/21,Junior SWE,08/20,02/21
196,Providence University,2.62,Bachelors,Miami,F,1,1,1,4,Senior SWE,09/23,N/A,Data scientist,10/22,08/23,Data scientist,03/22,01/23
197,State Providence College,3.14,Bachelors,Providence,M,0,0,N/A,2,Data scientist,01/22,N/A,Lawyer,07/21,11/21,Teaching Assistant,01/21,03/21
198,Providence School,2.89,Phd,Miami,M,0,1,0,4,Junior SWE,10/20,12/20,Senior SWE,03/20,06/20,Research Assistant,06/19,12/19
199,Providence University,2.3,Masters,Chicago,N/A,N/A,0,0,3,Lawyer,06/22,10/22,ML Engineer,10/21,04/22,Research Assistant,12/20,08/21
200,Providence State University,2.87,Masters,Providence,N/A,N/A,0,1,1,Data scientist,08/20,N/A,ML Engineer,02/20,05/20,N/A,N/A,N/A
201,Providence University,2.95,Phd,Miami,M,N/A,1,N/A,0,Lawyer,01/20,05/20,Teaching Assistant,01/19,10/19,N/A,N/A,N/A
202,Providence State University,2.45,Masters,Providence,N/A,0,0,1,1,Junior SWE,02/20,N/A,ML Engineer,08/19,12/19,ML Engineer,11/18,04/19
203,Providence School,2.86,Masters,Chicago,F,N/A,1,1,3,Lawyer,06/21,N/A,ML Engineer,09/20,02/21,ML Engineer,04/20,11/20
204,State Providence College,2.82,Masters,Providence,M,1,1,1,1,ML Engineer,05/23,N/A,Research Assistant,08/22,12/22,Junior SWE,03/22,07/22
205,State Providence College,2.34,Phd,Boston,N/A,1,1,0,1,Junior SWE,04/21,05/21,ML Engineer,05/20,03/21,Research Assistant,01/20,09/20
206,State Providence College,2.94,Bachelors,Providence,M,N/A,0,0,1,ML Engineer,01/20,N/A,ML Engineer,03/19,12/19,Lawyer,10/18,05/19
207,Providence University,3.02,Bachelors,Los Angeles,M,1,1,N/A,4,Data scientist,04/22,N/A,Junior SWE,04/21,11/21,Data scientist,04/21,09/21
208,State Providence College,3.23,Phd,Los Angeles,N/A,1,1,0,2,Lawyer,10/20,04/21,Data scientist,01/20,06/20,Junior SWE,08/19,03/20
209,Providence State University,3.22,Masters,Miami,M,0,0,N/A,3,Data scientist,02/20,12/20,Teaching Assistant,02/19,09/19,Lawyer,01/19,08/19
210,Providence University,2.25,Masters,Los Angeles,M,1,0,N/A,0,Junior SWE,02/23,N/A,Research Assistant,07/22,09/22,Teaching Assistant,12/21,07/22
211,Providence University,2.42,Masters,Miami,M,N/A,0,N/A,2,ML Engineer,12/20,N/A,ML Engineer,06/20,07/20,ML Engineer,07/19,02/20
212,Providence School,3.01,Phd,Los Angeles,N/A,0,1,N/A,1,Data scientist,08/21,02/22,Teaching Assistant,01/21,03/21,N/A,N/A,N/A
213,Providence School,3.01,Masters,Los Angeles,N/A,0,0,1,2,Data scientist,02/23,N/A,Data scientist,07/22,11/22,Senior SWE,09/21,02/22
214,Providence University,3.01,Masters,Chicago,N/A,N/A,1,0,0,Junior SWE,09/23,10/23,Research Assistant,03/23,06/23,Research Assistant,05/22,09/22
215,Providence University,4.34,Masters,Chicago,F,0,1,0,1,Senior SWE,03/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216,Providence University,3.03,Phd,Los Angeles,M,1,0,1,2,Senior SWE,03/20,N/A,ML Engineer,06/19,12/19,Teaching Assistant,01/19,04/19
217,Providence University,3.25,Masters,Los Angeles,F,N/A,0,1,2,Senior SWE,11/23,07/24,Teaching Assistant,12/22,07/23,N/A,N/A,N/A
218,Providence University,3.18,Phd,Miami,M,N/A,0,0,2,Lawyer,08/23,04/24,Lawyer,12/22,03/23,Data scientist,04/22,02/23
219,Providence State University,3.06,Bachelors,Chicago,N/A,1,0,N/A,2,Lawyer,09/21,N/A,Research Assistant,12/20,04/21,Data scientist,09/20,11/20
220,Providence University,2.67,Phd,Miami,M,1,1,0,3,Data scientist,03/22,N/A,Research Assistant,03/21,11/21,N/A,N/A,N/A
221,Providence State University,3.1,Bachelors,Miami,M,0,0,N/A,4,Junior SWE,05/21,N/A,Teaching Assistant,08/20,03/21,Teaching Assistant,01/20,08/20
222,State Providence College,2.49,Bachelors,Chicago,N/A,0,0,1,4,Senior SWE,09/21,11/21,ML Engineer,10/20,07/21,N/A,N/A,N/A
223,Providence State University,2.71,Phd,Chicago,N/A,0,1,0,1,ML Engineer,10/22,N/A,Senior SWE,04/22,07/22,Lawyer,07/21,03/22
224,State Providence College,2.61,Masters,Chicago,M,1,1,0,4,Data scientist,07/22,02/23,Junior SWE,01/22,02/22,Junior SWE,01/21,08/21
225,Providence School,2.83,Phd,Chicago,N/A,1,0,0,3,ML Engineer,04/23,N/A,Lawyer,04/22,03/23,ML Engineer,11/21,05/22
226,Providence School,3.73,Bachelors,Chicago,N/A,0,1,N/A,3,Junior SWE,09/21,N/A,Lawyer,12/20,04/21,Lawyer,04/20,01/21
227,Providence University,2.05,Masters,Boston,N/A,N/A,1,N/A,0,Data scientist,12/20,04/21,Senior SWE,03/20,10/20,Senior SWE,06/19,06/20
228,Providence State University,3.07,Phd,Miami,M,1,0,N/A,2,Lawyer,12/21,N/A,ML Engineer,01/21,08/21,N/A,N/A,N/A
229,State Providence College,2.15,Masters,Los Angeles,M,N/A,0,N/A,0,Data scientist,04/22,N/A,Research Assistant,06/21,11/21,Senior SWE,04/21,07/21
230,State Providence College,2.61,Masters,Providence,M,1,1,0,0,ML Engineer,12/23,N/A,Research Assistant,05/23,10/23,Senior SWE,09/22,05/23
231,Providence State University,3.24,Phd,Miami,M,N/A,1,N/A,3,Junior SWE,05/23,10/23,Junior SWE,11/22,04/23,Lawyer,03/22,07/22
232,Providence University,2.83,Masters,Los Angeles,M,N/A,1,N/A,3,Lawyer,07/23,N/A,Lawyer,09/22,03/23,ML Engineer,04/22,01/23
233,Providence State University,2.37,Phd,Chicago,M,0,0,0,4,ML Engineer,11/20,N/A,Junior SWE,03/20,07/20,Teaching Assistant,06/19,04/20
234,Providence School,2.51,Bachelors,Chicago,M,N/A,0,1,4,Junior SWE,11/20,08/21,Lawyer,01/20,09/20,Data scientist,05/19,11/19
235,Providence School,3.07,Phd,Chicago,M,0,0,N/A,0,Data scientist,06/22,04/23,ML Engineer,11/21,02/22,Junior SWE,12/20,08/21
236,Providence University,2.51,Masters,Providence,M,1,1,1,2,Lawyer,08/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
237,Providence State University,2.89,Phd,Los Angeles,M,1,1,N/A,4,ML Engineer,09/21,08/22,Lawyer,01/21,04/21,Research Assistant,04/20,11/20
238,Providence School,2.82,Masters,Los Angeles,M,N/A,1,1,3,Senior SWE,08/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
239,State Providence College,2.54,Bachelors,Los Angeles,M,1,1,0,2,ML Engineer,02/21,N/A,Lawyer,08/20,11/20,Data scientist,09/19,04/20
240,State Providence College,3.66,Bachelors,Los Angeles,M,N/A,1,N/A,3,Junior SWE,04/21,N/A,Research Assistant,09/20,12/20,ML Engineer,11/19,09/20
241,Providence State University,3.05,Masters,Chicago,N/A,N/A,1,1,3,Data scientist,04/20,N/A,Data scientist,09/19,12/19,Research Assistant,01/19,09/19
242,Providence University,1.99,Masters,Chicago,N/A,1,1,1,1,Senior SWE,02/23,N/A,ML Engineer,06/22,09/22,Data scientist,11/21,05/22
243,State Providence College,2.87,Phd,Boston,F,0,1,0,4,Data scientist,06/22,N/A,Senior SWE,06/21,05/22,N/A,N/A,N/A
244,State Providence College,2.54,Masters,Los Angeles,F,1,1,1,3,ML Engineer,01/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
245,Providence School,3.14,Phd,Los Angeles,F,0,0,1,2,Senior SWE,10/23,03/24,Senior SWE,02/23,07/23,N/A,N/A,N/A
246,State Providence College,2.48,Masters,Boston,F,0,0,N/A,3,Senior SWE,09/22,10/22,ML Engineer,03/22,06/22,Lawyer,09/21,09/21
247,Providence State University,2.75,Bachelors,Chicago,M,0,1,0,4,Junior SWE,04/22,N/A,Teaching Assistant,07/21,03/22,Senior SWE,03/21,09/21
248,Providence State University,3.0,Phd,Boston,M,0,1,0,0,ML Engineer,10/23,12/23,Senior SWE,11/22,06/23,Research Assistant,08/22,10/22
249,Providence School,3.15,Phd,Los Angeles,M,N/A,1,0,2,Junior SWE,04/22,N/A,ML Engineer,04/21,11/21,ML Engineer,01/21,09/21
250,Providence State University,2.32,Bachelors,Los Angeles,N/A,N/A,0,0,2,Junior SWE,01/21,N/A,Research Assistant,03/20,11/20,ML Engineer,12/19,02/20
251,Providence State University,2.67,Masters,Boston,N/A,0,0,1,4,Data scientist,02/20,N/A,Senior SWE,03/19,11/19,Data scientist,01/19,05/19
252,Providence School,2.61,Masters,Los Angeles,N/A,1,1,N/A,2,Senior SWE,12/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
253,Providence School,2.54,Bachelors,Chicago,N/A,N/A,0,N/A,3,ML Engineer,11/21,N/A,Data scientist,01/21,06/21,Lawyer,10/20,11/20
254,Providence School,3.51,Phd,Miami,N/A,N/A,0,0,3,ML Engineer,01/20,07/20,Senior SWE,01/19,08/19,Data scientist,10/18,02/19
255,Providence School,2.96,Bachelors,Los Angeles,N/A,0,1,0,1,ML Engineer,04/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
256,State Providence College,2.3,Bachelors,Los Angeles,F,0,1,0,1,Data scientist,02/20,N/A,Lawyer,06/19,10/19,Data scientist,09/18,06/19
257,Providence University,3.17,Masters,Chicago,N/A,1,0,1,1,ML Engineer,01/23,N/A,ML Engineer,01/22,08/22,ML Engineer,08/21,02/22
258,Providence School,3.65,Masters,Miami,F,N/A,1,1,1,Junior SWE,06/22,06/23,Junior SWE,07/21,02/22,Data scientist,06/21,12/21
259,Providence State University,3.21,Phd,Boston,M,1,0,0,4,Data scientist,02/21,N/A,Teaching Assistant,07/20,09/20,Senior SWE,09/19,03/20
260,Providence University,2.19,Bachelors,Chicago,M,N/A,0,0,0,Junior SWE,09/21,N/A,Research Assistant,10/20,04/21,Data scientist,09/20,09/20
261,Providence University,2.61,Bachelors,Boston,N/A,1,1,0,1,Data scientist,04/20,N/A,Junior SWE,07/19,03/20,Research Assistant,12/18,08/19
262,Providence University,3.31,Phd,Los Angeles,M,N/A,1,0,2,Junior SWE,05/21,N/A,Research Assistant,11/20,04/21,Senior SWE,02/20,09/20
263,State Providence College,2.52,Masters,Boston,F,N/A,1,1,4,Junior SWE,11/21,03/22,ML Engineer,03/21,10/21,ML Engineer,10/20,03/21
264,State Providence College,2.98,Masters,Los Angeles,M,N/A,1,0,4,Senior SWE,08/22,03/23,Research Assistant,02/22,05/22,Lawyer,08/21,01/22
265,Providence School,3.11,Bachelors,Chicago,F,1,0,N/A,2,ML Engineer,04/20,N/A,Data scientist,05/19,12/19,N/A,N/A,N/A
266,Providence State University,2.43,Masters,Chicago,F,1,0,0,2,Data scientist,09/21,N/A,Senior SWE,01/21,07/21,Research Assistant,06/20,09/20
267,Providence School,2.78,Masters,Los Angeles,M,1,1,1,4,Lawyer,03/23,N/A,Data scientist,09/22,01/23,Senior SWE,12/21,05/22
268,Providence University,1.5,Phd,Boston,F,N/A,0,0,3,ML Engineer,12/22,N/A,Junior SWE,06/22,08/22,Lawyer,09/21,05/22
269,Providence School,2.39,Bachelors,Miami,M,1,0,0,3,ML Engineer,10/21,N/A,Teaching Assistant,04/21,06/21,Lawyer,04/20,10/20
270,Providence University,2.7,Phd,Chicago,N/A,N/A,1,0,0,Senior SWE,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A
271,Providence State University,2.3,Masters,Chicago,M,N/A,0,N/A,0,ML Engineer,08/21,N/A,Teaching Assistant,01/21,03/21,Senior SWE,03/20,10/20
272,Providence University,3.45,Bachelors,Boston,N/A,1,0,1,3,Junior SWE,04/22,N/A,ML Engineer,09/21,11/21,ML Engineer,12/20,05/21
273,State Providence College,2.23,Phd,Providence,F,0,0,1,1,Data scientist,08/22,N/A,ML Engineer,09/21,04/22,Junior SWE,05/21,11/21
274,Providence School,2.62,Masters,Los Angeles,F,0,0,1,1,Senior SWE,07/20,10/20,Data scientist,07/19,03/20,Lawyer,07/19,12/19
275,Providence School,2.85,Phd,Boston,N/A,1,1,1,4,Lawyer,04/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
276,State Providence College,3.38,Masters,Boston,M,1,1,1,2,Data scientist,02/21,07/21,Data scientist,08/20,10/20,Lawyer,09/19,07/20
277,State Providence College,2.23,Masters,Chicago,N/A,0,1,0,2,Senior SWE,02/21,12/21,Senior SWE,06/20,09/20,ML Engineer,12/19,05/20
278,State Providence College,3.27,Bachelors,Los Angeles,M,0,0,N/A,4,Junior SWE,11/23,N/A,Lawyer,04/23,08/23,ML Engineer,08/22,05/23
279,Providence University,2.8,Phd,Boston,N/A,N/A,0,N/A,4,Junior SWE,07/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
280,State Providence College,2.41,Phd,Miami,N/A,N/A,0,0,2,Senior SWE,06/21,02/22,Lawyer,07/20,05/21,Data scientist,01/20,11/20
281,Providence State University,2.98,Masters,Los Angeles,M,1,0,1,1,Junior SWE,07/23,02/24,Teaching Assistant,10/22,06/23,ML Engineer,05/22,08/22
282,Providence School,2.88,Masters,Boston,F,1,1,N/A,3,Junior SWE,07/20,N/A,Senior SWE,01/20,05/20,Lawyer,04/19,01/20
283,Providence School,2.56,Phd,Miami,F,1,0,N/A,2,Lawyer,08/20,N/A,Research Assistant,02/20,03/20,Senior SWE,02/19,11/19
284,Providence State University,2.83,Bachelors,Miami,F,1,1,1,0,Data scientist,12/20,04/21,Research Assistant,12/19,10/20,Junior SWE,11/19,12/19
285,Providence School,2.65,Phd,Los Angeles,N/A,0,1,1,3,Junior SWE,01/21,12/21,Lawyer,01/20,09/20,Teaching Assistant,10/19,04/20
286,State Providence College,2.85,Bachelors,Chicago,N/A,N/A,0,0,3,Senior SWE,11/21,N/A,Junior SWE,03/21,08/21,Data scientist,06/20,05/21
287,Providence School,3.06,Phd,Miami,M,N/A,1,N/A,0,Junior SWE,11/20,05/21,Teaching Assistant,12/19,09/20,Teaching Assistant,09/19,04/20
288,Providence State University,3.43,Masters,Chicago,M,0,1,0,4,ML Engineer,11/23,10/24,Lawyer,12/22,07/23,Senior SWE,07/22,03/23
289,State Providence College,2.3,Phd,Los Angeles,F,1,0,1,4,ML Engineer,02/20,N/A,Senior SWE,07/19,12/19,Junior SWE,10/18,03/19
290,Providence University,3.65,Phd,Boston,F,N/A,1,1,2,Data scientist,01/22,08/22,Lawyer,04/21,08/21,Junior SWE,08/20,07/21
291,Providence University,2.02,Masters,Los Angeles,F,N/A,1,0,1,Data scientist,07/21,01/22,ML Engineer,12/20,02/21,Junior SWE,07/20,11/20
292,State Providence College,2.74,Masters,Chicago,N/A,0,0,N/A,0,Lawyer,12/21,08/22,Data scientist,05/21,11/21,N/A,N/A,N/A
293,Providence School,3.04,Bachelors,Providence,F,N/A,1,N/A,0,ML Engineer,06/22,N/A,Junior SWE,06/21,02/22,Senior SWE,12/20,08/21
294,Providence State University,2.91,Masters,Los Angeles,N/A,0,0,1,1,ML Engineer,02/21,N/A,ML Engineer,06/20,11/20,Research Assistant,12/19,02/20
295,State Providence College,2.55,Phd,Providence,M,N/A,1,0,0,ML Engineer,04/22,10/22,ML Engineer,07/21,03/22,Data scientist,02/21,10/21
296,Providence State University,2.72,Phd,Miami,M,0,1,1,1,ML Engineer,04/20,N/A,Senior SWE,10/19,01/20,Data scientist,11/18,08/19
297,Providence University,2.6,Phd,Chicago,M,1,1,1,1,Lawyer,04/20,12/20,Data scientist,08/19,02/20,Junior SWE,12/18,08/19
298,State Providence College,2.56,Bachelors,Miami,M,1,1,N/A,4,Lawyer,09/21,N/A,Data scientist,11/20,05/21,Senior SWE,03/20,01/21
299,State Providence College,3.14,Bachelors,Providence,N/A,N/A,1,1,4,Data scientist,08/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A
300,Providence State University,2.94,Masters,Providence,M,N/A,1,N/A,0,ML Engineer,03/20,06/20,Teaching Assistant,07/19,10/19,N/A,N/A,N/A
301,Providence University,2.52,Bachelors,Boston,F,0,0,0,0,Data scientist,07/22,N/A,Junior SWE,08/21,05/22,Junior SWE,05/21,09/21
302,Providence University,3.16,Phd,Los Angeles,F,0,0,N/A,1,ML Engineer,03/20,10/20,Teaching Assistant,03/19,11/19,ML Engineer,02/19,07/19
303,State Providence College,2.92,Phd,Miami,M,1,1,1,4,Junior SWE,05/22,12/22,Senior SWE,11/21,01/22,Research Assistant,12/20,10/21
304,Providence State University,3.13,Bachelors,Miami,M,1,1,0,3,ML Engineer,08/23,N/A,Junior SWE,02/23,05/23,Teaching Assistant,08/22,11/22
305,State Providence College,3.05,Phd,Chicago,F,0,1,0,0,Senior SWE,04/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
306,Providence School,2.47,Phd,Chicago,F,0,0,1,3,Lawyer,02/22,N/A,Lawyer,08/21,09/21,Data scientist,01/21,05/21
307,Providence University,2.58,Bachelors,Los Angeles,F,1,1,0,1,Senior SWE,08/22,N/A,ML Engineer,10/21,05/22,Teaching Assistant,07/21,02/22
308,Providence University,3.1,Bachelors,Chicago,N/A,N/A,1,0,4,ML Engineer,09/22,N/A,Junior SWE,09/21,07/22,Lawyer,07/21,09/21
309,State Providence College,3.04,Bachelors,Chicago,N/A,N/A,0,1,1,Junior SWE,02/21,N/A,Teaching Assistant,04/20,01/21,Junior SWE,09/19,08/20
310,State Providence College,2.79,Masters,Miami,F,N/A,1,N/A,1,Senior SWE,01/21,N/A,ML Engineer,04/20,11/20,ML Engineer,01/20,06/20
311,State Providence College,2.85,Bachelors,Boston,F,N/A,0,N/A,2,Lawyer,11/23,N/A,Senior SWE,11/22,10/23,Data scientist,08/22,03/23
312,Providence University,3.31,Bachelors,Los Angeles,M,0,1,N/A,3,Lawyer,09/23,N/A,Teaching Assistant,03/23,06/23,Teaching Assistant,08/22,10/22
313,Providence University,2.56,Masters,Providence,F,1,0,1,4,Data scientist,01/22,N/A,Lawyer,06/21,11/21,Research Assistant,07/20,06/21
314,Providence University,3.02,Phd,Miami,M,N/A,1,N/A,4,ML Engineer,02/21,N/A,Senior SWE,02/20,10/20,N/A,N/A,N/A
315,Providence School,2.72,Phd,Miami,N/A,N/A,0,0,0,Junior SWE,04/22,05/22,Research Assistant,10/21,03/22,Senior SWE,02/21,06/21
316,State Providence College,2.71,Bachelors,Chicago,M,N/A,0,N/A,2,Lawyer,03/21,03/22,Lawyer,08/20,10/20,Data scientist,10/19,06/20
317,Providence University,3.24,Masters,Providence,F,0,0,1,4,Data scientist,07/21,N/A,Lawyer,01/21,02/21,Research Assistant,03/20,08/20
318,Providence School,3.13,Bachelors,Miami,F,0,0,0,0,Data scientist,08/23,01/24,ML Engineer,11/22,05/23,Teaching Assistant,04/22,09/22
319,State Providence College,3.13,Phd,Miami,N/A,1,0,N/A,0,ML Engineer,08/22,07/23,Senior SWE,08/21,06/22,Senior SWE,05/21,10/21
320,Providence State University,3.32,Masters,Miami,F,0,1,1,4,Junior SWE,04/22,N/A,Senior SWE,04/21,11/21,Teaching Assistant,03/21,10/21
321,Providence State University,2.81,Bachelors,Los Angeles,F,1,0,N/A,0,Data scientist,07/21,07/22,Junior SWE,09/20,06/21,Senior SWE,05/20,09/20
322,State Providence College,3.07,Phd,Providence,F,N/A,1,0,0,Senior SWE,01/21,10/21,Teaching Assistant,05/20,08/20,N/A,N/A,N/A
323,State Providence College,2.68,Phd,Boston,M,1,0,0,2,Senior SWE,03/20,04/20,Research Assistant,07/19,02/20,N/A,N/A,N/A
324,State Providence College,2.93,Phd,Boston,M,N/A,0,0,1,Junior SWE,07/23,11/23,Senior SWE,11/22,06/23,Junior SWE,05/22,01/23
325,Providence State University,2.75,Bachelors,Providence,M,1,1,N/A,1,ML Engineer,01/20,10/20,Junior SWE,02/19,12/19,Junior SWE,11/18,04/19
326,Providence School,2.84,Masters,Los Angeles,N/A,1,1,0,3,Junior SWE,07/21,07/22,Research Assistant,11/20,02/21,Data scientist,02/20,07/20
327,Providence State University,3.04,Phd,Providence,F,1,1,1,2,Junior SWE,05/22,N/A,Data scientist,05/21,12/21,N/A,N/A,N/A
328,Providence University,2.47,Masters,Providence,F,0,1,1,1,Junior SWE,08/21,06/22,Data scientist,09/20,06/21,ML Engineer,08/20,08/20
329,State Providence College,3.64,Phd,Providence,F,N/A,0,N/A,2,Senior SWE,05/20,09/20,Research Assistant,11/19,01/20,Teaching Assistant,12/18,08/19
330,Providence State University,2.4,Bachelors,Los Angeles,M,0,1,1,3,Junior SWE,07/23,N/A,Data scientist,10/22,06/23,Teaching Assistant,06/22,08/22
331,State Providence College,2.31,Phd,Providence,N/A,0,0,1,3,ML Engineer,12/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A
332,Providence School,3.26,Phd,Chicago,M,0,1,1,0,Data scientist,12/22,N/A,Senior SWE,03/22,08/22,Teaching Assistant,06/21,04/22
333,Providence University,3.12,Masters,Chicago,N/A,N/A,1,N/A,1,Senior SWE,09/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A
334,Providence State University,3.05,Phd,Los Angeles,M,N/A,1,1,3,Senior SWE,11/21,N/A,Teaching Assistant,01/21,06/21,Data scientist,05/20,04/21
335,Providence School,3.05,Bachelors,Boston,F,1,0,1,3,Junior SWE,12/22,07/23,Senior SWE,06/22,08/22,Teaching Assistant,06/21,12/21
336,Providence School,2.8,Phd,Providence,M,1,0,1,1,Data scientist,08/22,N/A,Junior SWE,10/21,05/22,Lawyer,04/21,02/22
337,Providence University,2.44,Masters,Miami,F,1,0,0,4,Lawyer,03/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
338,Providence University,2.83,Masters,Boston,N/A,1,1,N/A,3,ML Engineer,04/20,05/20,N/A,N/A,N/A,N/A,N/A,N/A
339,Providence University,2.53,Phd,Providence,F,0,1,N/A,0,Senior SWE,05/22,06/22,Teaching Assistant,10/21,04/22,Senior SWE,12/20,05/21
340,Providence School,3.19,Phd,Chicago,M,0,0,0,2,Senior SWE,04/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
341,Providence State University,2.74,Bachelors,Providence,F,N/A,0,1,3,Data scientist,01/20,N/A,Lawyer,02/19,10/19,Teaching Assistant,10/18,02/19
342,Providence School,2.47,Bachelors,Providence,N/A,0,0,0,2,Senior SWE,10/22,N/A,Junior SWE,01/22,07/22,Research Assistant,07/21,10/21
343,Providence State University,2.67,Bachelors,Providence,N/A,0,0,1,4,ML Engineer,12/21,09/22,Data scientist,05/21,11/21,Senior SWE,10/20,02/21
344,Providence School,2.97,Phd,Los Angeles,F,0,1,N/A,3,Data scientist,09/21,N/A,Junior SWE,09/20,08/21,Junior SWE,07/20,02/21
345,Providence University,2.57,Bachelors,Chicago,N/A,0,1,N/A,4,Junior SWE,01/20,N/A,Lawyer,05/19,12/19,Teaching Assistant,10/18,05/19
346,State Providence College,2.47,Phd,Los Angeles,F,0,0,0,2,Senior SWE,12/22,06/23,Teaching Assistant,02/22,08/22,Research Assistant,11/21,01/22
347,Providence School,2.9,Masters,Los Angeles,M,N/A,1,N/A,3,Senior SWE,06/22,N/A,Teaching Assistant,11/21,04/22,ML Engineer,12/20,11/21
348,Providence School,2.9,Bachelors,Miami,N/A,N/A,0,N/A,4,Data scientist,01/20,05/20,Senior SWE,04/19,11/19,Research Assistant,11/18,02/19
349,State Providence College,2.6,Bachelors,Boston,N/A,1,0,0,2,Lawyer,01/20,N/A,Junior SWE,04/19,10/19,N/A,N/A,N/A
350,Providence School,2.61,Masters,Boston,M,N/A,0,1,2,Senior SWE,10/20,12/20,Research Assistant,01/20,09/20,N/A,N/A,N/A
351,Providence School,2.89,Bachelors,Boston,F,N/A,1,1,3,Lawyer,08/23,N/A,Research Assistant,08/22,05/23,Junior SWE,05/22,12/22
352,Providence School,2.22,Masters,Chicago,N/A,0,1,N/A,2,Lawyer,09/23,N/A,Teaching Assistant,03/23,04/23,Lawyer,04/22,03/23
353,Providence School,2.24,Phd,Chicago,M,0,1,0,4,Junior SWE,09/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
354,Providence School,2.51,Bachelors,Chicago,F,1,1,N/A,2,Senior SWE,03/21,12/21,Teaching Assistant,05/20,01/21,Data scientist,01/20,09/20
355,Providence State University,2.71,Phd,Los Angeles,F,1,0,N/A,4,Senior SWE,01/23,10/23,Teaching Assistant,05/22,10/22,Data scientist,08/21,01/22
